recording_id,species_id,species_encoded,pca_1,pca_2,umap_1,umap_2
7ab53e433,10,0,25.56718108459431,-8.410790661375385,7.91628,3.7525353
5e7749f0e,17,2,-1.4551961321306228,2.594182991561999,2.710022,2.120916
1ed1abd44,17,2,-1.305603255450951,5.298573109005378,3.408995,9.117976
c8bed66bb,10,0,-8.938134806859896,-0.3823899069060295,-3.1065347,5.511796
428dae65f,18,3,-2.4313207523104525,-0.039979244329647654,1.4885825,6.528604
715e2e294,18,3,1.535605833364175,7.121079301482599,3.684481,1.7281369
4efa1757c,17,2,8.477465869961112,0.32247015873614604,5.3642564,5.21592
eca5caddc,10,0,0.5056016149515521,-1.9478846279432906,1.904993,3.5233479
59ce91d00,17,2,-3.3522912686384014,2.8451725049905203,-3.159005,-2.1710653
678d9eb55,23,4,0.19047599651212654,-2.581879415018569,1.8949777,4.123241
fe754ef0d,10,0,-3.9211715330526067,-1.872921671168554,-0.358523,3.2620225
efd9010ba,23,4,8.450231777314624,-6.102123008345754,4.517527,4.528641
b6b2bb1cd,17,2,3.2661451972954723,0.7683221903656761,2.972812,3.6416972
cfdd68da2,12,1,-9.02806816676109,0.148499942789027,-3.0870326,5.6606045
ec098238c,10,0,0.891469201990636,-0.8503693349277021,1.9584454,3.529517
942ca05c0,18,3,-4.109082005919899,1.5243860658255042,-3.1553566,-2.1317034
2e6758f3e,17,2,24.612890138942422,2.9955204477484862,7.4788103,4.334886
2fc2eca0c,17,2,1.1525755779533864,3.4641978518192715,2.8369105,1.2479614
34ccdfe77,18,3,-2.153535252765634,0.3966466964834052,1.5135399,6.5581174
6a1ffc4ef,10,0,-1.8534546251009076,1.9762565362787565,0.8469043,4.4091325
45a4a9f44,18,3,4.368858826842403,-0.39613231390467074,3.5630217,5.664209
498598789,10,0,-3.5284574229306473,-0.1341467651755309,-0.7642669,3.4016805
ebeb631d2,18,3,2.8837719356686033,0.10097617165507645,2.9402847,3.6224318
3c1e77d9f,17,2,7.179160780300497,6.6049477367845215,6.2131724,5.5891304
cf44264e5,23,4,-2.9059444177849736,-2.155135344313929,0.121921726,2.681917
b98d2c0f3,23,4,-3.1587882713452773,-1.3596530577212251,-0.4346278,0.46274126
e00453b19,17,2,1.7527400076958692,2.270444801652822,1.8820541,2.3663013
1e956d53b,17,2,-7.5765197631944385,3.7584963586235562,-2.7419887,5.901899
d015ef3b5,23,4,-1.1035776024908184,0.5011227798332428,1.7501345,6.509995
ea394632e,10,0,2.824148361074891,-1.9908997081482578,2.9202983,3.700859
561ed4362,23,4,-1.0204843834168305,0.9115791971191143,1.2947952,1.8306099
87b953b11,18,3,2.0864104177445384,-2.4521938550309166,2.872461,3.6233408
f28530d94,18,3,3.477379942161324,-2.3892781947799473,3.4256432,5.641705
e4c1b54b5,12,1,-0.84608564291987,3.349100883325873,1.8235778,10.535868
079cef4b3,17,2,-2.3660477491903817,3.4830004989219474,3.89907,-0.27266425
404fa2c71,23,4,-3.403506349596693,1.042451134631516,-1.1538963,2.6023757
ba787d546,10,0,-3.9223961757184016,0.7979987087705225,-0.2749236,1.5647756
b4e23c482,17,2,-2.2192873462035987,-1.7017280708685698,0.17648229,2.7691545
929d655d3,23,4,1.909803521890767,-9.15582093533047,3.3805082,4.741087
83028db30,23,4,-5.698515193050549,-0.4502600198111154,-4.754883,1.396321
499b189fb,17,2,6.612284334704066,-0.21532370274057347,5.3667088,5.3353148
ec02f75ce,18,3,-1.7309577235894478,1.6085756866706582,-3.595157,0.93178004
8b237e9eb,23,4,-0.0923820665344376,0.495361724113425,-3.0787618,-2.0662298
499b189fb,17,2,8.550714417219423,-1.1069253545682616,5.275591,5.1911592
3c48834c4,17,2,3.9618431526945903,1.5316257693149729,5.2230983,0.54681647
edccfd690,23,4,-6.444792444485988,-0.823199328102854,-4.2931848,1.8736476
2ceab2a50,18,3,-1.6034021708272916,2.89521954613847,-2.675856,-1.6218337
80183e4c7,18,3,-7.083090248954234,-3.8301743548050977,-1.9564283,5.308856
cb61399d9,12,1,-3.138142381222571,-0.07023851451126464,0.59392697,1.935681
bef0a8e4c,23,4,15.888858493586193,-7.87324357270245,7.6552153,3.5737321
7842a2fc4,23,4,3.6984011852029743,3.5667659875556774,1.0032121,0.31833056
f3f82b897,17,2,-6.887260232473587,-0.18800617857777044,-3.5508487,4.614997
119b154cc,23,4,0.28558943518522406,-0.2942187470870971,-0.26415545,-0.47092205
9996f3de8,18,3,-3.6814031327617487,-1.4871578366519411,0.045511115,2.6404884
d59d099b3,17,2,-7.5856050154009145,0.22261797022428836,-3.9886925,2.7639692
b7af37ae0,18,3,-5.658146189747943,-0.18910695336982822,-3.5154233,2.5219464
56473f006,17,2,7.567538716228856,4.132489011720907,3.3171978,7.4418406
03971ab79,18,3,4.306673742476759,-0.36044263783569097,3.3012557,3.850534
af99851ef,18,3,-1.5797006160381946,-3.1453191308437987,-0.40798816,6.0260754
6f423ed00,23,4,-2.0517566076219165,-1.5944282057660637,-0.44186065,-0.2275752
4ddebf17c,10,0,2.59528672694055,-1.7021998866466015,3.015509,3.5123296
3647cd276,12,1,-4.6084659901013145,0.2630678031759966,-2.1246152,2.0643067
c7eba6954,12,1,0.5752106950044852,0.13614685558064704,2.0436876,1.1412356
2348f2034,12,1,-1.7187866240150842,5.0715431445288495,3.1486838,2.0627027
4bc00de61,23,4,-6.416474700611653,-2.2956326479650975,-2.1275678,3.5243828
53517f2da,17,2,-2.9558341808133735,0.546081086107042,2.3806133,2.3797548
6add524d7,10,0,-6.7142044064515085,-1.1937729691799106,-2.122045,3.1282191
90170bbf9,12,1,1.9866041871062576,3.9802435920003223,-2.872072,-3.7320802
3f002c337,10,0,-4.394081387473049,-0.8015706574287443,-1.3593256,3.3537128
18abb84a3,12,1,6.924370356815592,5.2795356266446465,1.1238254,0.2876569
157b73cfe,17,2,-5.698258820497566,-0.7005134071243081,-3.8135417,4.0434575
c4ec1e7de,17,2,-1.76114158431191,1.9218757570532707,2.8581247,2.4205892
d893bddaa,23,4,1.8754875671659117,-2.5088398588542984,2.3006132,4.282411
90170bbf9,12,1,2.577099772879701,4.2245048008903625,-2.8656862,-3.7558746
84fd342f8,17,2,-3.661088909273449,-0.11311852894405562,-1.6223545,5.6311646
a904aee98,23,4,-4.0928599995075645,-2.196119742404097,-1.2321666,3.5249498
935e4c9b0,12,1,5.968814985625429,3.510368884317487,4.3728466,3.3295743
aefd0f061,17,2,1.3586018258091537,1.415107552968738,3.1781032,8.772624
7613c89c2,17,2,-4.550492645301017,-1.0002023661486987,-0.3784759,2.8242986
9919deb2f,17,2,-7.165608400514665,-0.9048809133898016,-3.7417333,3.7661526
0f08c882f,23,4,23.28097924895719,-7.9959084355157115,7.8984985,3.730303
119b154cc,17,2,-1.6238950957079512,-0.5113907092471649,-0.2865903,-0.38635567
fae8f99f6,17,2,4.494691020848177,-2.1367745558488727,3.3388557,3.7491388
f9bab6d86,12,1,12.617773132581725,-2.539626284581757,6.6677847,3.8730528
4ef096b89,23,4,-6.2624362588429605,-3.815968862988709,-1.8120699,5.336039
b50cd60ee,18,3,-5.561912516121748,-0.11146249556797776,-0.5284153,1.5850967
a1048dac6,18,3,-4.114246953032017,-2.7212679411001304,-0.7078605,6.1245775
0d503b7e8,10,0,-0.23629784567107986,-3.2492094591710154,1.7198027,4.1649804
8eab581da,23,4,-4.423130765490293,-0.9356750690812097,-2.181637,2.1627364
a6266987d,23,4,-3.4724358155252393,-0.4705746815799317,-1.0966547,2.6722064
073e4d908,12,1,-6.912305816805337,0.886625053834818,-2.7271945,5.899637
d403225be,23,4,-3.117231729786485,-4.170394543125581,-0.54872656,6.293832
3a6637fb8,10,0,0.16216067410609258,-2.190753246544709,1.9604665,3.732244
e438acdff,12,1,-1.7489966963721366,-2.1663302610770807,0.18148014,3.233819
3eea13716,17,2,12.524705669120106,3.8533964229190283,6.63259,4.643412
f9f2bfa12,12,1,-2.1907063663929645,-2.786912021808009,0.26100737,6.2488337
2f11a8c05,23,4,19.20181160885813,9.400804414791303,7.260337,4.7590804
6c032e356,23,4,-2.4108269490532166,0.42217688805270226,0.44287786,2.239297
a05862d01,17,2,22.89408985865875,-3.3384278462558257,7.69057,3.944859
8ec106891,18,3,-6.311871797372221,-1.2747023555232737,-2.692366,2.2246
a11b8f4b0,10,0,0.1476306247805982,1.974718857130655,2.2390213,6.7449527
1fb41e1c4,18,3,-0.7475151337612633,3.2611086049161613,2.6916292,9.383087
ae485a26a,18,3,-5.057775751629421,2.018522890456602,-0.3535104,1.388906
49b0f27db,17,2,0.6800095497767206,3.6308728981938545,2.2756083,9.798423
631ed1b9c,23,4,5.008733063326215,0.9335638706700168,5.606771,1.0627086
4fab1986e,23,4,-4.0350164755374855,-1.9227437157881662,-1.1089624,4.250264
aea0fe44d,17,2,-1.1356379445298166,3.4486201538513463,2.7754638,2.013734
3a2afcf76,18,3,8.215711792515652,0.366166749738064,5.313209,5.124847
90836bf07,23,4,-2.368243991745328,-0.9539824638437591,-0.4696635,3.3912704
2a94d4b86,23,4,-4.809092705851086,-2.8423941863995914,-1.4750237,4.233112
4e2bafe4d,17,2,-4.725084168130381,1.2572476463824265,-4.0265207,1.4106047
e54604c66,10,0,-0.8781795642380149,4.375482670803709,3.2041473,2.0870423
17f55e62b,18,3,-6.721836079673725,-0.271468563881774,-3.8262534,2.4517753
4229f3787,18,3,2.9057852137622397,6.594773502771936,3.8606677,1.5134823
34340b225,23,4,-6.068547793022838,-0.07367214363808312,-2.5739691,5.4977307
9ea0bb335,23,4,-2.252370238832908,-0.5059672744873168,0.556145,2.5929706
8215b2a9c,17,2,-7.429423889615292,-0.8719577246369041,-3.8559651,2.9296353
c6e9db009,17,2,-0.9368438342671432,-3.6531678500345564,0.58164155,4.722924
bbcb45cc0,10,0,8.584417921052475,-6.912097135069764,4.5714936,4.4876347
47dde331d,17,2,16.949402470143934,-4.399165593728693,7.3815017,3.7073026
c7677947e,17,2,-3.1512636063170154,-0.3937536445572567,0.075566635,1.3248076
01a976045,18,3,-3.4078400682826357,1.7607023467289755,-3.9813673,1.0710328
2fe00fdac,23,4,-1.1173778811477895,1.4838128317445884,1.7243924,1.8347994
d689cee57,12,1,-4.720886976187304,0.2426620096041432,-2.7586472,2.388048
78cd98347,23,4,3.084195897222809,2.576679375171291,-0.20912755,-0.7958862
af23806c4,12,1,2.927017931642677,2.0950054233954267,2.7044687,1.3570681
9d6de44f0,18,3,-5.660340584259867,0.5400800948981203,-4.0301833,1.5378454
0c48ed342,17,2,-3.5114651792221316,0.11538940116693275,-0.5575681,0.22606423
48ceeeb96,12,1,0.8930851099899736,2.57653665506313,5.733687,0.5802529
ce4002d4e,12,1,-1.6763432672997813,0.17223109008389662,-0.12723579,-0.19414674
1fb27e574,23,4,-0.4395315942798582,0.8470442533895224,1.2068993,1.9032644
b297fe7ef,18,3,-4.873362364988086,-2.0097949716266124,-0.40052202,6.868848
33c49049b,10,0,-1.7333791758149624,-2.920885955030665,0.5861935,4.848357
87e518677,17,2,-1.3621916522302644,0.5701585473862991,0.4888931,6.4088874
6f252ae6e,23,4,2.6577416609839206,-1.8216505710185833,2.8725665,3.6622474
8cee03244,23,4,-4.9895216007605026,0.22706641684425327,-4.5930476,1.2952131
cd96b0637,17,2,0.9617336666972065,1.3624509622023184,3.3407428,2.5518148
4621de448,23,4,-4.7712660519327565,-2.4872888810502447,-1.5585697,4.7368608
dc27c393a,10,0,-1.416107547953208,-2.819875072535863,1.0903883,2.9056864
d92f32f51,23,4,-4.091963843265696,-1.416407606935935,-1.1776468,3.575607
f64cfa023,23,4,-1.962039115428485,-3.2950700456641733,0.29007325,4.3883862
e4c1b54b5,17,2,-0.8567256988807208,3.271581361676513,1.8169341,10.540315
dcc3ada2a,10,0,-1.2030021033818687,4.446508671139787,3.1945627,2.0766666
c584081e4,17,2,-2.1005508784548432,-3.243713979137451,-0.51813173,6.249885
826093ce7,10,0,-3.07080454310809,0.517853142667848,-1.0534495,2.5379586
d7730ecbc,18,3,-6.966923121479294,-0.613277611137004,-4.260427,2.0506186
e71a00f8d,17,2,-0.3875118996350129,6.489386004830322,3.7024295,7.9795513
1b90ba570,12,1,-2.0986847475719683,-2.0104109401166856,0.2156858,6.0703545
cb3285a5b,17,2,0.6126651754562441,1.897158951158433,5.7704573,0.5638502
4b3e0b984,17,2,-1.7992229477017911,-1.3117349327823915,0.99042875,5.535177
bf68ca2b0,17,2,4.216326381035717,0.3274940649492229,3.3144388,2.9963295
942b41be5,17,2,0.7091582564887933,0.6726289647034279,2.145642,1.183217
cc05ecd08,18,3,-4.848243639632191,3.8802627443239723,3.0195844,9.610837
7448edc55,17,2,12.955645150552636,7.487360775148305,7.049037,4.9548683
98d2722f5,17,2,1.1145841442149245,7.557328850831932,4.6654735,1.6813499
221b20d20,17,2,-0.39961253468532976,-6.290713061846802,-1.3068981,5.349359
523267c09,10,0,-2.7889960461710555,-2.2824674991986975,-0.20328856,3.8842182
7478fd629,18,3,-0.41434313942722223,4.9183719502048255,2.6400185,9.369868
9817ad011,18,3,-7.714738753197266,-0.6723790126046005,-4.0169234,2.8426583
ac1f2633e,17,2,1.6278355011357661,3.7151862094564954,2.3706346,9.58173
43fee64b4,18,3,-6.214294976898498,0.6348651552538666,-4.019884,1.5657569
0968aea09,12,1,6.806910918537803,4.547907974310542,6.120307,5.6775146
06c44d203,12,1,5.482742467977819,-2.7619827591031045,3.5862718,4.0318685
43d34d63c,18,3,-4.903144100571519,-2.7419459726785576,-1.4771423,4.249492
44f4e69f6,17,2,-0.5229399410301148,-0.6590774454736531,1.9056468,1.0558757
d3ca12fcc,17,2,0.4174397277781169,2.423547135393141,2.3721335,1.8838104
77cde7112,18,3,-3.8870596653260208,2.4672412566417106,-4.0243874,1.1495978
fceda95a6,10,0,-5.723959920877021,-1.816881745339885,-1.9077612,3.46383
7c2d10d0a,10,0,4.019582780339667,1.5818412719387618,2.9164534,3.412628
09a946316,23,4,-8.850470936462916,-1.1726467967854832,-3.0933676,3.6206787
657339fdd,10,0,-3.879466226443686,-3.2621985122403916,-0.9170687,4.2867208
4bca7a973,12,1,-3.2197985146293524,-0.17772511025122456,1.6112994,6.510339
01dd6474a,10,0,1.0091492237813082,-0.33984828187504323,1.8827957,5.563744
99efe9a99,10,0,-1.6318750305867586,-0.12299244929810325,-0.8306553,2.6104841
9f45e0d76,10,0,-2.1793689899390785,0.6493296508373833,0.8000782,4.3707557
414a5da6e,10,0,2.6033701406041407,3.796110409169518,3.6085434,1.4987459
340c7f964,23,4,-0.652276782990025,-0.14941056804388053,-0.2614535,-0.462
c131e9b07,10,0,-2.0999772188031507,-1.37500678708791,0.35763058,2.7708313
2b1b234ce,23,4,15.645501661849968,4.690825218492674,6.9043565,4.769911
9425c4b01,12,1,-2.091042199338795,4.105564010836009,3.4008143,9.114627
35a0342b2,18,3,1.516108339868124,-3.8435675237179776,3.1322026,5.547502
d5163b4ef,10,0,-10.186681251227483,-0.3493692764601598,-3.252718,5.491177
2e698aba5,23,4,-8.722442099371555,0.1412173486280975,-3.3013616,3.8952737
03e8c2dc8,12,1,-3.027714503817795,4.455139269349048,2.372356,9.92279
95b0acae3,10,0,-4.521367486445699,-1.8862211687782324,-1.1356558,3.7701182
c21cff9ba,17,2,-1.0030369094718197,1.91753754374628,2.1633823,6.6780267
6166bd53b,17,2,-3.6341006297586533,2.398489987359119,-4.130871,4.3251567
1ef301db3,17,2,3.1460248425851765,5.214159427115963,3.0326793,7.2902102
687733bf1,17,2,1.9652314491083722,3.028195759382742,-0.13966788,-0.83463097
f51c0da28,23,4,-0.26885238013801493,-3.295197852950698,1.6894962,4.4797926
c6713b132,17,2,0.7048325800965143,-0.4374253611113959,1.967272,3.6401675
f0d8ebc52,17,2,-2.754998925536298,4.333533281277426,-4.1715465,4.407273
0c07848ae,18,3,0.7563916430700673,-3.069631424187924,2.607321,3.6057284
2308ff2e5,23,4,0.13873570878355143,-2.691871089613541,1.9961535,4.409786
cb44804ac,23,4,-5.62188348964831,1.9416061126241917,-3.9736712,4.1505766
c146d2422,17,2,9.744546954089344,3.903094834955463,6.439663,4.716579
ab5e71344,23,4,-5.529840222749718,0.3344391821912985,-2.0105462,2.8424048
868db1d19,23,4,-2.4348272956714068,-2.3510520364060814,-0.31030262,5.9204044
aeb0f61bf,12,1,-1.6369748322137347,1.896785574358297,1.7419082,10.60768
08f1d28d2,23,4,0.24715191809112425,0.9732458809852078,3.357788,0.5307852
bdec2b074,10,0,-3.2427893928917815,-1.4700761413650603,-0.056374483,3.3752222
7824bd6ff,23,4,-1.85211708199015,-1.901425101325873,-0.1693493,4.8752093
61d247d6b,23,4,15.956185756536689,1.8758364526241487,6.672208,4.0167537
eccdd4ea8,18,3,0.21703855228915736,-3.2447424956609185,1.3967477,3.256556
24de2bce7,18,3,6.518677417139039,-3.8995935592725117,4.9693885,3.392637
03b0b2911,17,2,14.897586066335645,1.117709822575611,6.7074885,4.025228
50b852b5f,10,0,-6.261057449504345,-1.8115715234465806,-2.0940433,3.538366
12ab8cc1e,18,3,-2.022448868050958,-2.3694925670924967,0.86181545,2.825825
ce4002d4e,12,1,-1.6119754850679309,-0.24506870049376664,-0.20177205,-0.18746538
1c0510f72,23,4,0.8702811242975756,-1.9389848032854555,2.1350527,5.5072637
f3ed4434b,10,0,-2.449330764364495,-1.6990182480473401,0.6939665,2.9938571
0a9143370,17,2,9.284118998675877,-1.6849372739492492,5.282628,3.5709498
e61f696cf,18,3,-4.477976670935984,-2.5084903250773967,-1.5261619,4.7149982
912b56587,12,1,2.6606650169402206,-1.1980366340309094,3.4515269,5.6729
3706b60bc,10,0,2.4222554580793743,-2.7334643896609694,2.207366,4.6921678
8c2c746fa,12,1,9.31690714020412,-2.1520460249988598,5.331516,4.5068336
c84df9ac5,23,4,0.3599478253094037,-2.848183607287174,1.8926651,4.332408
c6072a608,10,0,27.466521698797575,-8.04043795435545,7.932326,3.807789
c21b3e6c8,17,2,-3.0469791680233156,-1.016339663554722,-0.43451446,0.32019198
65f32be6d,17,2,-6.001877712344584,-1.9091686037382443,-2.7457445,2.220112
8a4fde83f,17,2,-10.709435789317096,0.6087412650175263,-3.301675,5.335701
c1c7e3370,17,2,-4.7195679082304,0.6469992121961897,-3.2772732,2.3770225
d5992de83,17,2,-3.026983625892587,0.7351076249425246,1.6162417,0.9960048
e0bbdcd8d,17,2,1.9681569757554687,1.963307431516656,3.391969,2.646447
7a7523920,17,2,-0.18760822856875856,-1.9514241751458394,1.5985545,5.4455595
88b2756d9,10,0,-1.5017154036803555,6.024730004446482,1.9882756,10.342807
f5087f6e9,23,4,16.498919943059487,-3.322794135338032,7.0352063,3.77027
e22487d26,10,0,4.956671158408527,-0.39402656011235043,3.8095071,3.5566294
1cd3a6d11,23,4,-1.2398897931592527,3.1014569425081264,1.5498691,1.5844667
f4dd82c85,18,3,-2.5477112824841814,-0.8120344024466974,1.5793829,6.4691205
0e952fb8a,23,4,-5.52234102472677,-2.409606442674351,-1.9628155,3.6220806
485247827,17,2,-6.578902432398167,-0.3388311112819415,-3.72457,3.9218173
1aa00dc63,18,3,-0.8994579296424129,1.9124735110865247,5.0089855,0.2573426
acaa59d2b,10,0,1.3700873632766515,-0.7457190890895745,2.197066,4.116773
ca0bf5f45,18,3,24.477186188386753,-1.7320305195937507,7.6271296,4.070922
5e647f796,23,4,-3.256165837389788,0.895121245805043,-4.17733,0.87507737
128b7044e,23,4,2.1405193967622402,-2.327943983856275,2.2844665,4.277645
3fbde2a1f,17,2,-5.190602855081212,4.994823885976462,3.4131966,9.400461
049a76094,23,4,3.0076830491754656,1.3366929424508192,5.630691,0.89677685
862c8bffa,12,1,-6.66995793993811,0.29652086964764046,-4.0605345,2.6812983
7ab084435,10,0,0.20702285070091614,-2.7000700739887282,1.3465345,4.7526746
8002a1798,18,3,-1.3808698015579621,-1.4963351971080154,0.7796737,2.8163512
e8b85bca0,17,2,-6.177721078723451,1.0008437431409025,-3.5751944,4.6293464
6c46ba8f1,17,2,2.84636008266828,4.0009012804757536,2.8597827,1.2695221
d6713bfd9,23,4,6.753621127001878,-2.497065273286799,5.2212977,4.6583557
4d2d0f5e3,23,4,-6.500053650161374,-0.7145905152731272,-4.35096,1.8564757
67205f705,18,3,-0.7111425954526193,4.586032042144464,1.2498876,1.4914101
119b154cc,17,2,-0.9620805540201468,-0.5606961192287866,-0.21390894,-0.34553045
620ca6454,23,4,0.7013579344888793,-2.6515272666390413,2.3119073,3.6841273
8303f19b8,23,4,9.442954943226374,-2.5766395485523055,5.6021676,3.9892046
871aff1b5,23,4,-1.2397031018042213,-2.2759174858291855,-1.2324382,5.411056
2026bced7,12,1,3.7316351500205442,9.448403444579467,3.3380144,7.7121544
632af67c7,23,4,16.670365148421013,-7.224746630412395,7.6984105,3.5741286
7a49b2465,17,2,0.07041302963252488,3.306846774337413,3.3021703,8.987803
38c1d46ef,10,0,0.8450762446367331,-5.092873143463454,3.0577502,4.5777555
24d8e11a9,23,4,-8.373930188718953,-0.260612797802104,-3.6011817,3.6969314
4c8d4eda8,17,2,9.247399214470224,-2.1359917738691983,5.3109393,3.8849645
f7d3b0080,10,0,0.8651301461071383,-2.4037255280038856,2.4834552,3.7024627
c38932af9,10,0,0.9253105132994897,1.974973030296002,2.0148487,2.0473104
ed2f84e75,23,4,3.7665460639350554,1.4156872780412268,4.3116126,3.2689383
