recording_id,species_id,songtype_id,is_tp,mel_0,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,mel_21,mel_22,mel_23,mel_24,mel_25,mel_26,mel_27,mel_28,mel_29,mel_30,mel_31,mel_32,mel_33,mel_34,mel_35,mel_36,mel_37,mel_38,mel_39,mel_40,mel_41,mel_42,mel_43,mel_44,mel_45,mel_46,mel_47,mel_48,mel_49,mel_50,mel_51,mel_52,mel_53,mel_54,mel_55,mel_56,mel_57,mel_58,mel_59,mel_60,mel_61,mel_62,mel_63
c4ec1e7de,12,1,1,0.21646127,-0.016382545,-0.33163148,-0.45689154,-0.48857346,-0.63961136,-0.5806593,-0.60659087,-0.7886271,-0.8735183,-0.8843978,-0.9283257,-0.82086074,-0.7133718,-0.5350386,-0.6648896,-0.75354385,-0.8042838,-0.73454756,0.1883507,1.2250155,0.43895155,-0.32207435,-0.5030639,-0.5135816,-0.068108685,0.6556109,0.8698075,0.2134756,-0.12958196,0.52453583,1.158574,1.9530798,2.5850036,2.476164,1.7132986,0.8227138,0.16266881,-0.083457865,-0.19430073,-0.20035496,-0.123057485,-0.08018009,0.07065735,0.21313432,0.2844905,0.30758765,0.29936266,0.30188078,0.37948516,0.41010544,0.48876992,0.542292,0.61530566,0.6346465,0.732738,0.8106367,1.000025,1.2314368,1.4532315,1.5074689,1.4878389,1.6232722,1.5877088
19d786948,17,4,0,-0.7597583,-0.9657229,-1.014729,-1.2121964,-1.3342415,-1.2830911,-1.2052848,-1.1210693,-1.1481879,-1.2460471,-1.1331098,-1.057343,-1.0223144,-0.90876764,-0.89665455,-0.9244117,-0.8721429,-0.8267349,-0.65810645,-0.42754897,-0.34856167,-0.48930684,-0.5784815,-0.6395196,-0.7139582,-0.79564637,-0.8003488,-0.7436591,-0.5174648,-0.030309962,0.6268335,0.85775304,1.3463364,1.9909714,1.8825107,1.0252568,0.1378542,-0.2350622,-0.31553683,-0.35793298,-0.46163073,-0.44205838,-0.2916594,0.12955181,0.57585514,0.5931328,0.16361383,0.023807507,0.02108942,0.055176347,0.08393773,0.11494445,0.12834741,0.22450046,0.24713401,0.2960766,0.47686598,0.6132871,0.6764923,0.6378243,0.6944342,0.861099,1.0502508,1.2764586
fb71ca02d,23,1,0,-0.70907694,-0.7546002,-0.7595763,-0.8125738,-0.848631,-0.9496061,-0.93327683,-0.9734981,-0.8909019,-0.86882305,-0.8623621,-0.7880829,-0.5388993,0.15706109,0.7721265,1.165548,1.4470915,1.7527874,2.0832722,2.5586064,2.2319303,2.146339,2.0148392,2.1075897,2.704139,3.1913967,3.4241807,3.1566231,2.525743,1.501704,0.65544605,0.3543504,0.18895653,0.09940905,0.040543336,0.13031214,0.20497574,0.63643837,0.84122986,0.6672245,0.56830865,0.37681386,0.3491745,0.4421178,0.48485208,0.4940202,0.57255673,0.6883342,0.92469007,0.84720266,0.80816287,0.6803811,0.63798404,0.7116309,0.7715599,0.87941897,0.96578664,1.1077138,1.300499,1.4642513,1.6367753,1.7628429,1.7954654,1.8273916
5bc5ecedf,18,1,0,-0.5407621,-0.73603594,-0.9405378,-1.0435195,-0.98980296,-1.078596,-1.0974844,-1.1505595,-1.1738863,-1.2695388,-1.2490587,-1.1789899,-1.1464465,-1.1483741,-1.0922595,-1.0830193,-0.9519469,0.55237335,1.8265587,2.0813847,1.2993811,0.5468007,-0.03853773,0.07466834,1.1979743,2.2644787,2.6504772,2.5066154,1.7133659,0.73940384,0.55318934,1.3626424,1.6787472,1.7975373,2.013798,1.9099523,1.6864069,1.6290822,1.2981818,0.48015094,0.14244966,-0.124948226,-0.1114672,-0.05729627,0.03987578,0.08408773,0.12409918,0.2051183,0.23058443,0.32765043,0.60507125,0.5305052,0.58593297,0.6707415,0.7007593,0.7580176,0.9096455,1.1564556,1.307145,1.9384847,3.4075465,3.9513958,2.517296,1.7515991
180d82dca,17,4,0,-0.06928687,-0.48172832,-0.47354406,-0.46282762,-0.8893144,-0.99306935,-1.0186312,-0.9111444,-0.7928195,-0.82634765,-0.88661504,-0.78563595,-0.6794144,-0.55050844,-0.60631824,-0.79591167,-0.77310723,-0.6422321,-0.36369622,-0.43999207,-0.42032716,0.4759599,0.48438597,-0.25061348,-0.059240375,0.3277845,0.32450444,0.16842104,0.6163429,0.57404363,-0.19921091,-0.15559074,0.5141664,1.1034195,1.709866,2.2709837,2.572543,2.2155252,1.5376652,0.9911675,0.48436508,0.03757411,-0.30860123,-0.33240986,-0.29442304,-0.2005815,-0.09789171,-0.013085513,0.11204448,0.084200524,0.032637607,0.07460118,0.13535489,0.1577262,0.27423024,0.41320446,0.54879934,0.83480966,0.9262274,0.9832361,1.0431199,1.1827344,1.3235532,1.4184115
62433a307,18,1,0,2.3862727,2.0823576,1.8274696,1.8766075,2.0943744,2.0046356,1.7842022,1.2750772,1.2317717,1.1502988,1.2096498,1.0977956,0.9987297,0.97267306,1.0524268,1.0057565,0.9080204,0.9328734,1.0181953,1.1256357,1.0949562,1.0034479,0.8645532,0.79931885,0.8549532,0.83418506,0.8555677,0.7669941,0.53264755,0.5129858,0.5434525,0.54612005,0.45730898,0.34837678,0.3877096,0.55875784,0.46836507,0.46876514,0.477997,0.50002134,0.4681474,0.4839118,0.5332708,0.71890247,0.8822682,0.85528463,0.90282744,1.1102566,1.2881153,1.358965,1.3260976,1.2775598,1.3092738,1.3233037,1.4055628,1.473641,1.698103,1.8135121,1.8140473,1.9062515,2.1205049,2.8732798,2.704847,1.9806203
1d949c49d,23,4,0,-0.91727185,-0.78323394,-0.82486635,-0.77203256,-0.4278931,-0.33172047,-0.5912111,-0.3458728,0.027508186,-0.008897511,-0.12745206,-0.43288884,-0.69960994,-0.65568495,-0.48270273,-0.5167811,-0.6820994,-0.57048315,0.23753086,0.9643303,0.87889594,0.3334894,-0.2103056,-0.038916048,0.598033,1.4163402,1.8490807,1.9575125,1.3739488,0.4157867,-0.2877369,-0.5646059,-0.8726715,-0.9099935,-0.8725136,-0.83741504,-0.72821814,-0.020788204,0.4977436,0.32804894,-0.18510434,-0.4739459,-0.45700887,-0.41818666,-0.3975221,-0.27130276,0.12076849,0.38487124,0.4984646,0.34143817,0.40565187,0.38287252,0.1685455,0.16099441,0.24108003,0.3140271,0.43930683,0.69145143,0.9099879,1.0058502,1.0768446,1.3926005,1.3737062,1.2174511
22a4f5ea7,10,1,0,0.45289168,0.0065647243,-0.26112217,-0.49033734,-0.50957906,-0.51915866,-0.48441672,-0.5338643,-0.51414794,-0.5384434,-0.49405375,-0.486704,-0.6131621,-0.6954691,-0.6004835,-0.5923373,-0.1837983,1.4046504,1.911516,1.3484924,0.8553817,0.5851757,0.7718512,1.6815201,2.394722,2.6125796,2.4088938,1.7214742,0.66960937,0.29360119,0.26464656,0.0683995,0.16396867,0.30822563,0.7259604,1.6899076,3.0586593,3.8610053,3.789386,2.7476673,0.9705301,0.255885,0.27359596,0.35673255,0.51274836,0.50091106,0.40799665,0.44165152,0.6231253,0.9088348,0.92901075,0.6975264,0.66703624,0.7530287,0.8457431,0.89104915,1.0261518,1.1849266,1.270746,1.3092147,1.4320536,1.5814155,1.7530656,1.7847637
d91f26b37,17,4,0,-0.89825624,-1.2255573,-1.2005405,-1.0597596,-1.1096038,-1.1905642,-0.86394507,-0.3501954,-0.28572837,-0.51570284,-1.0984054,-1.2962279,-1.2332506,-1.3018088,-1.2533244,-1.2454629,-1.3051312,-1.2137285,-0.45693982,0.30083483,0.33835745,-0.23667373,-0.6645008,-0.75672793,-0.501542,0.025073439,0.5541208,0.9719852,1.0999624,0.98182094,0.52104056,0.41158563,0.3820709,0.18282561,-0.17926197,-0.1845375,-0.2265693,-0.308694,-0.290848,-0.34608245,-0.32204664,-0.305825,-0.3289434,-0.1958737,-0.08881009,0.03757692,0.002641167,-0.010898603,0.04675419,0.09628468,0.17058484,0.17432198,0.16484477,0.22340071,0.4049924,0.4711896,0.45855325,0.5388191,0.64612114,0.76200414,1.2156496,1.7705903,1.62358,1.2649432
caf8b47ae,12,1,0,-0.22431487,0.12348776,0.060495425,-0.1347939,-0.1816195,-0.27563664,-0.15633348,-0.073669545,-0.18396942,-0.38664374,-0.40079594,-0.35316357,-0.4447374,-0.3543964,-0.32825756,-0.4222053,-0.36895558,0.10471622,0.8641362,1.3314285,1.1609629,0.765842,0.3988688,0.3837814,0.7720665,1.5046017,1.9572117,2.069114,1.6522812,0.9166353,0.55300766,0.4639,0.58046895,1.0515069,1.2438984,1.2276716,1.1061825,0.9876642,0.7110857,0.2985358,0.08881172,0.054700725,0.049700238,0.15482788,0.37412176,0.5248317,0.6367701,0.71289927,0.7767912,0.74888676,0.725352,0.74358237,0.7195401,0.7692947,0.8159176,0.8410807,0.98623616,1.1497837,1.2487288,1.940171,2.7305908,3.1540122,2.0654268,1.6345905
e0e8ceb33,18,1,1,-1.1861287,-1.4361861,-1.479757,-1.4672463,-1.4506118,-1.4115357,-1.3650032,-1.4088324,-1.4338021,-1.4490075,-1.4028021,-1.3790822,-1.3933709,-1.353086,-1.3368198,-0.9974306,0.6642781,1.4208283,0.8410989,0.67644113,1.0114441,0.2260842,0.55932343,1.5460805,2.006024,1.8541703,1.0864265,0.4321973,-0.26691908,0.23750915,1.2122369,1.9801743,2.8445947,3.464495,3.5453866,3.0820994,2.1345894,1.1141806,0.26531687,-0.10333009,-0.10465657,0.057538908,0.049583413,0.22064827,0.7004514,1.1065942,0.98407644,0.3423872,0.02535462,0.03960463,0.13526385,0.2162833,0.36666283,0.5261012,0.53940964,0.405327,0.50638986,0.90120316,1.1820651,1.063506,1.2168088,1.1777766,1.2338171,1.3533576
ce4002d4e,23,4,0,-0.30151308,-0.09435114,-0.09517307,0.2476674,0.16310447,-0.19341165,-0.22888297,-0.36653996,-0.23868352,-0.5274658,-0.7492945,-0.6634785,-0.5158031,-0.54954344,-0.52736247,-0.48246348,-0.52831614,-0.53409415,-0.4380215,-0.3322946,0.37755626,0.28974575,-0.18697843,-0.43540698,-0.5256968,-0.3660867,-0.1837871,0.19108607,0.52053267,0.66474426,0.48091075,0.18466309,0.079265855,0.10988557,0.22735749,0.28702042,0.21547343,0.10846198,0.04318648,0.12767717,0.14159904,0.21706156,0.24398488,0.35572338,0.47531042,0.759037,1.0827948,1.3371168,1.5184312,1.3886951,1.1164454,0.9745129,0.79982543,0.8200961,0.8566483,0.8821276,1.0090545,1.2017109,1.4496853,1.5907257,1.8810902,2.7507567,2.5394897,1.7162031
27c146a88,23,4,0,-0.8081878,-1.2341535,-1.314532,-1.0782406,-1.0560676,-1.1572902,-0.9767953,-0.62599427,-0.5885746,-0.7553477,-0.7138256,-0.77300817,-0.7747624,-0.8035192,-0.7839735,-0.5769886,-0.48298788,-0.6447793,-0.80860984,-0.5255355,-0.018423036,0.01630329,-0.2340977,-0.3117857,-0.5009194,-0.6454804,-0.57085675,-0.48317406,-0.46347895,-0.42774504,-0.58726645,-0.83682734,-0.89930063,-0.8674468,-0.8230934,-0.77817315,-0.7529437,-0.67442745,-0.56568164,-0.5280036,-0.5018029,-0.40123877,-0.40344045,-0.2521834,-0.12600079,0.039745606,0.48179978,0.7117565,0.7795792,0.9372308,0.88349825,0.5512703,0.28704336,0.19181669,0.2815226,0.37505025,0.5098007,0.8140082,0.9954387,1.2711272,1.2726438,1.4333878,1.4518541,1.3610859
7a578a3db,17,4,0,-0.652015,-0.8311239,-0.91118866,-1.0241898,-1.2514635,-1.2616574,-1.1995823,-1.1111566,-1.0090072,-0.964823,-0.993983,-1.0507488,-0.96355057,-0.85583395,-0.834932,-0.9828027,-0.83922637,-0.40451068,-0.06906826,-0.47211266,-0.63819045,-0.7090174,-0.6977629,-0.6097001,-0.38609305,0.013197196,0.24565484,0.24196915,-0.5200375,-0.871465,-0.924696,-0.8907431,-0.9294944,-0.8782492,-0.7412953,-0.5678914,-0.5317034,-0.6418867,-0.62327474,-0.62900263,-0.60023105,-0.47768003,-0.39278707,-0.43316838,-0.46360865,-0.44394815,-0.39025915,-0.41189268,-0.31950507,-0.25841886,-0.18397692,-0.08643041,-0.016293772,-0.049240712,0.0067063654,0.0689223,0.13660018,0.2544019,0.35907754,0.4687096,0.574037,0.6725364,0.8488272,0.98943716
4261df85b,23,4,0,-0.6479408,-0.5902948,-0.68947643,-0.6823487,-0.49649113,-0.35349092,-0.5351897,-0.7317512,-0.7814711,-0.8346686,-0.7722675,-0.74182844,-0.84173334,-0.80134094,-0.63568485,-0.44641876,-0.49609974,-0.5709605,0.15379506,0.56690973,0.64105326,0.57935697,0.41979122,0.3437542,0.97169155,1.5927222,1.9621094,2.1413062,1.7760586,0.7384623,-0.31020468,-0.73454046,-0.7785522,-0.8635268,-0.86552185,-0.77852505,-0.22711396,1.1022426,1.884096,1.9036986,1.388266,0.2508288,0.042088408,-0.32104313,-0.26465526,-0.09704803,0.10475093,0.238206,0.26488233,0.21098167,0.17195867,0.17237268,0.12563998,0.1317359,0.22616404,0.33254758,0.45011052,0.67817026,0.94846445,1.0446271,1.0236088,1.1568547,1.2268434,1.264197
5b1e3b55b,17,1,1,-0.90734535,-0.994255,-0.93559784,-0.9417884,-0.9923212,-1.0833894,-1.0615455,-0.84209424,-0.7655617,-0.9856597,-1.1257279,-1.1122088,-1.1395656,-1.199002,-1.0432769,-1.0751886,-1.0577284,-0.89384395,-0.37578416,0.46183184,0.6520538,0.64302814,0.48537374,-0.020176938,-0.062406033,0.18522282,0.72981924,1.1133591,1.037687,0.5341703,0.23621966,0.015182265,-0.13439882,-0.33768538,-0.46207422,-0.48819023,-0.47924373,-0.5145008,-0.45843643,-0.23465045,-0.1441676,-0.34499797,-0.31478888,-0.26170605,-0.27080032,-0.19965735,0.015769236,0.071678296,0.010737673,0.0057063284,0.03815099,0.026107833,0.072847635,0.12078565,0.25674292,0.41740978,0.6151709,0.65314525,0.64822805,0.96446043,1.5310862,2.943841,3.277918,1.9639775
4f1e24bce,10,1,0,-0.082729265,-0.20462137,-0.48986903,-0.6989954,-0.8655679,-0.85688025,-0.775808,-0.8681182,-0.840485,-0.87578964,-0.9268765,-0.8546863,-0.94665086,-0.89474595,-0.7315444,-0.68693787,-0.7795829,-0.8337446,-0.7678296,-0.6263968,-0.50182855,-0.6338894,-0.7912989,-0.7829734,-0.62037027,-0.58355874,-0.6327116,-0.4863272,-0.4378344,-0.60219926,-0.5842817,-0.63448024,-0.68063706,-0.66643363,-0.6503345,-0.59203124,-0.53380275,-0.50989074,-0.4855378,-0.42116436,-0.37475365,-0.37300777,-0.3371374,-0.3059027,-0.24753447,-0.14640194,0.12434798,0.46257627,0.5913257,0.6814793,0.6261902,0.58224857,0.4780053,0.47955784,0.3764769,0.40516776,0.5189178,0.64328045,0.7046407,1.050168,1.0233147,1.108221,1.2264416,1.4226522
551385b05,10,1,0,-0.76116264,-0.90611666,-0.9465997,-0.74232525,-0.50218445,-0.26344144,-0.09242418,-0.057447,-0.029787475,-0.07984223,-0.18156971,-0.16091014,-0.2004714,-0.26547882,-0.050512947,0.03563199,0.1519881,0.44458753,1.0168324,1.162404,0.49305385,0.09372725,-0.18073021,0.08372865,0.49202642,1.0007132,1.3434732,1.7205064,1.7190782,1.5424163,1.6097239,1.5362855,1.4135075,1.3455446,1.0438999,1.1490484,1.0387015,0.7943045,0.81608796,0.7100176,0.56355476,0.4555101,0.5568622,0.7880038,1.0040565,1.6667253,2.1598089,2.3281324,1.928815,1.7943347,1.8105302,1.4068501,1.0521479,0.7155972,0.6736065,0.69197756,0.77490336,0.9436064,1.2386407,1.3154135,2.3461092,2.8127024,2.1202517,1.4440532
d59d099b3,17,1,1,-0.6118248,-0.96953756,-0.81605786,-0.9113643,-1.1959921,-1.3211101,-1.0833302,-0.6247023,-0.42609826,-0.9081093,-1.193872,-1.2071059,-1.1798054,-1.2244842,-1.2162588,-1.1663386,-1.1157348,-1.02056,-0.6531757,0.017574623,-0.33477435,-0.80123436,-0.9008174,-0.80970556,-0.83264714,-0.7554064,-0.44351557,-0.20031342,-0.16317788,-0.4517864,-0.6824848,-0.7657668,-0.82398003,-0.83334935,-0.8076857,-0.7904718,-0.73853874,-0.6146484,-0.5583977,-0.4856143,-0.40836093,-0.3388843,-0.2513203,-0.09140154,-0.020484885,0.08991637,0.30963933,0.31832165,0.13928376,0.22065122,0.1604652,0.022434816,0.06924011,0.11480718,0.2684579,0.33083987,0.5225582,0.65287304,0.69249696,0.86831176,1.1921165,1.6256171,1.202199,1.2566509
9074b816c,17,4,0,0.3863266,-0.04949959,-0.2363813,-0.23927502,-0.27082625,-0.26037616,-0.14500818,-0.32797214,-0.5526296,-0.5080893,-0.71248025,-0.75008565,-0.6935896,-0.55339164,-0.4912391,-0.54714215,-0.5053894,0.29922435,0.5350262,1.0830951,2.5716453,1.910186,0.5150427,0.38339177,0.74669385,1.5531831,2.3578389,2.4307914,1.3622942,0.30769265,0.6735933,1.1468202,1.7084663,2.4880543,2.8839893,2.4304035,1.5662155,0.89120024,0.32890677,0.034349285,-0.04694082,-0.04044621,0.044289604,0.15179628,0.31034005,0.47120446,0.5187624,0.4789083,0.4436186,0.4245365,0.45840013,0.48261908,0.50634736,0.6379099,0.66707855,0.76169133,0.82529676,1.0487252,1.239883,1.4109179,1.4485803,1.4754105,1.5602893,1.5475982
46d4f692a,18,1,0,-0.5776656,-0.75064164,-0.7650735,-0.5951037,-0.45236582,-0.4159369,-0.31955063,-0.17615372,-0.07710204,-0.19598565,-0.37405843,-0.47718132,-0.4721111,-0.48368084,-0.4252365,-0.37438542,-0.32783535,-0.39194626,-0.40579274,0.10271085,0.35447702,-0.039344445,-0.27844697,-0.39535132,-0.41703242,-0.27408645,0.078517705,0.00046231376,-0.06378559,-0.34358713,-0.50942,-0.40336582,-0.37548542,-0.36761233,-0.3303665,-0.3038984,-0.30083948,-0.29244745,-0.25432995,-0.18915254,-0.10497505,-0.052007675,-0.033444773,0.021368083,0.05116364,0.10720224,0.26792458,0.49860585,0.58933973,0.6154849,0.59445083,0.51407754,0.4569597,0.443397,0.4786343,0.6304808,0.8942159,1.0945439,1.1956611,1.3122874,1.478573,1.7079066,1.6732844,1.5062375
